time,abp
468,4812.0
469,4804.0
470,4804.0
471,4780.0
472,4800.0
473,4800.0
474,4824.0
475,4808.0
476,4828.0
477,4844.0
478,4844.0
479,4860.0
480,4864.0
481,4872.0
482,4884.0
483,4896.0
484,4888.0
485,4904.0
486,4900.0
487,4888.0
488,4864.0
489,4864.0
490,4868.0
491,4832.0
492,4816.0
493,4812.0
494,4780.0
495,4760.0
496,4728.0
497,4704.0
498,4680.0
499,4636.0
500,4620.0
501,4576.0
502,4548.0
503,4524.0
504,4500.0
505,4468.0
506,4452.0
507,4432.0
508,4396.0
509,4376.0
510,4372.0
511,4352.0
512,4336.0
513,4312.0
514,4288.0
515,4284.0
516,4272.0
517,4252.0
518,4240.0
519,4236.0
520,4224.0
521,4220.0
522,4200.0
523,4212.0
524,4188.0
525,4172.0
526,4168.0
527,4164.0
528,4164.0
529,4156.0
530,4132.0
531,4128.0
532,4128.0
533,4128.0
534,4108.0
535,4120.0
536,4104.0
537,4096.0
538,4104.0
539,4108.0
540,4096.0
541,4100.0
542,4092.0
543,4084.0
544,4084.0
545,4080.0
546,4076.0
547,4084.0
548,4080.0
549,4076.0
550,4076.0
551,4076.0
552,4088.0
553,4072.0
554,4064.0
555,4064.0
556,4060.0
557,4056.0
558,4044.0
559,4040.0
560,4048.0
561,4036.0
562,4024.0
563,4024.0
564,4036.0
565,4020.0
566,4020.0
567,4024.0
568,4016.0
569,4012.0
570,3992.0
571,3984.0
572,3988.0
573,3972.0
574,3980.0
575,3968.0
576,3972.0
577,3960.0
578,3932.0
579,3936.0
580,3928.0
581,3924.0
582,3912.0
583,3904.0
584,3880.0
585,3896.0
586,3880.0
587,3876.0
588,3848.0
589,3844.0
590,3856.0
591,3840.0
592,3844.0
593,3836.0
594,3848.0
595,3864.0
596,3880.0
597,3928.0
598,3992.0
599,4072.0
600,4176.0
601,4308.0
602,4472.0
603,4644.0
604,4848.0
605,5056.0
606,5288.0
607,5504.0
608,5744.0
609,5940.0
610,6132.0
611,6304.0
612,6460.0
613,6580.0
614,6676.0
615,6744.0
616,6776.0
617,6764.0
618,6768.0
619,6724.0
620,6664.0
621,6592.0
622,6496.0
623,6408.0
624,6296.0
625,6196.0
626,6084.0
627,5980.0
628,5876.0
629,5788.0
630,5708.0
631,5620.0
632,5540.0
633,5472.0
634,5404.0
635,5360.0
636,5308.0
637,5280.0
638,5244.0
639,5212.0
640,5188.0
641,5176.0
642,5172.0
643,5168.0
644,5152.0
645,5148.0
646,5160.0
647,5168.0
648,5192.0
649,5204.0
650,5212.0
651,5224.0
652,5248.0
653,5252.0
654,5284.0
655,5260.0
656,5276.0
657,5264.0
658,5256.0
659,5216.0
660,5220.0
661,5180.0
662,5128.0
663,5080.0
664,5064.0
665,5016.0
666,4972.0
667,4928.0
668,4924.0
669,4880.0
670,4848.0
671,4844.0
672,4836.0
673,4820.0
674,4812.0
675,4820.0
676,4828.0
677,4828.0
678,4820.0
679,4836.0
680,4836.0
681,4848.0
682,4856.0
683,4860.0
684,4860.0
685,4868.0
686,4856.0
687,4860.0
688,4860.0
689,4856.0
690,4864.0
691,4852.0
692,4852.0
693,4828.0
694,4800.0
695,4796.0
696,4788.0
697,4748.0
698,4724.0
699,4712.0
700,4672.0
701,4648.0
702,4632.0
703,4600.0
704,4560.0
705,4540.0
706,4520.0
707,4488.0
708,4452.0
709,4436.0
710,4424.0
711,4404.0
712,4368.0
713,4360.0
714,4348.0
715,4328.0
716,4308.0
717,4288.0
718,4276.0
719,4260.0
720,4260.0
721,4236.0
722,4212.0
723,4212.0
724,4192.0
725,4188.0
726,4176.0
727,4184.0
728,4152.0
729,4168.0
730,4168.0
731,4160.0
732,4156.0
733,4144.0
734,4120.0
735,4116.0
736,4128.0
737,4116.0
738,4116.0
739,4116.0
740,4100.0
741,4096.0
742,4088.0
743,4084.0
744,4096.0
745,4080.0
746,4084.0
747,4084.0
748,4072.0
749,4068.0
750,4072.0
751,4056.0
752,4056.0
753,4052.0
754,4060.0
755,4044.0
756,4052.0
757,4044.0
758,4048.0
759,4036.0
760,4040.0
761,4044.0
762,4012.0
763,4028.0
764,4012.0
765,4028.0
766,4032.0
767,4024.0
768,3996.0
769,4020.0
770,4000.0
771,3992.0
772,4004.0
773,3992.0
774,3984.0
775,3964.0
776,3968.0
777,3972.0
778,3960.0
779,3944.0
780,3948.0
781,3932.0
782,3920.0
783,3900.0
784,3904.0
785,3892.0
786,3892.0
787,3872.0
788,3868.0
789,3860.0
790,3840.0
791,3848.0
792,3840.0
793,3824.0
794,3828.0
795,3824.0
796,3824.0
797,3832.0
798,3856.0
799,3888.0
800,3936.0
801,4000.0
802,4084.0
803,4204.0
804,4344.0
805,4504.0
806,4684.0
807,4880.0
808,5104.0
809,5324.0
810,5548.0
811,5760.0
812,5976.0
813,6140.0
814,6332.0
815,6468.0
816,6572.0
817,6656.0
818,6724.0
819,6744.0
820,6732.0
821,6740.0
822,6704.0
823,6636.0
824,6536.0
825,6460.0
826,6372.0
827,6276.0
828,6168.0
829,6080.0
830,5968.0
831,5860.0
832,5764.0
833,5692.0
834,5596.0
835,5536.0
836,5468.0
837,5392.0
838,5364.0
839,5308.0
840,5272.0
841,5248.0
842,5224.0
843,5216.0
844,5196.0
845,5176.0
846,5164.0
847,5168.0
848,5168.0
849,5168.0
850,5188.0
851,5204.0
852,5208.0
853,5224.0
854,5236.0
855,5252.0
856,5268.0
857,5272.0
858,5280.0
859,5256.0
860,5268.0
861,5256.0
862,5220.0
863,5196.0
864,5164.0
865,5132.0
866,5100.0
867,5044.0
868,5008.0
869,4984.0
870,4936.0
871,4916.0
872,4892.0
873,4860.0
874,4848.0
875,4844.0
876,4840.0
877,4832.0
878,4820.0
879,4820.0
880,4820.0
881,4836.0
882,4844.0
883,4852.0
884,4832.0
885,4848.0
886,4860.0
887,4872.0
888,4848.0
889,4880.0
890,4856.0
891,4856.0
892,4860.0
893,4868.0
894,4860.0
895,4840.0
896,4824.0
897,4812.0
898,4784.0
899,4760.0
900,4756.0
901,4720.0
902,4688.0
903,4684.0
904,4640.0
905,4616.0
906,4588.0
907,4576.0
908,4544.0
909,4532.0
910,4492.0
911,4460.0
912,4444.0
913,4424.0
914,4396.0
915,4388.0
916,4360.0
917,4348.0
918,4332.0
919,4316.0
920,4296.0
921,4284.0
922,4272.0
923,4260.0
924,4252.0
925,4240.0
926,4240.0
927,4212.0
928,4208.0
929,4188.0
930,4192.0
931,4192.0
932,4180.0
933,4172.0
934,4160.0
935,4152.0
936,4160.0
937,4144.0
938,4136.0
939,4124.0
940,4112.0
941,4132.0
942,4128.0
943,4116.0
944,4100.0
945,4092.0
946,4092.0
947,4088.0
948,4084.0
949,4088.0
950,4076.0
951,4068.0
952,4080.0
953,4064.0
954,4076.0
955,4076.0
956,4064.0
957,4068.0
958,4068.0
959,4060.0
960,4060.0
961,4068.0
962,4056.0
963,4052.0
964,4048.0
965,4052.0
966,4048.0
967,4016.0
968,4048.0
969,4044.0
970,4012.0
971,4012.0
972,4016.0
973,4012.0
974,4000.0
975,4012.0
976,4000.0
977,3996.0
978,3988.0
979,3980.0
980,3968.0
981,3964.0
982,3952.0
983,3956.0
984,3940.0
985,3940.0
986,3932.0
987,3924.0
988,3896.0
989,3904.0
990,3884.0
991,3880.0
992,3872.0
993,3852.0
994,3848.0
995,3844.0
996,3836.0
997,3820.0
998,3828.0
999,3832.0
1000,3824.0
1001,3844.0
1002,3860.0
1003,3876.0
1004,3920.0
1005,3968.0
1006,4048.0
1007,4140.0
1008,4264.0
1009,4408.0
1010,4600.0
1011,4796.0
1012,4996.0
1013,5196.0
1014,5432.0
1015,5648.0
1016,5856.0
1017,6044.0
1018,6236.0
1019,6380.0
1020,6500.0
1021,6600.0
1022,6668.0
1023,6720.0
1024,6732.0
1025,6712.0
1026,6692.0
1027,6640.0
1028,6556.0
1029,6472.0
1030,6384.0
1031,6292.0
1032,6180.0
1033,6088.0
1034,5980.0
1035,5884.0
1036,5788.0
1037,5676.0
1038,5616.0
1039,5548.0
1040,5460.0
1041,5396.0
1042,5340.0
1043,5288.0
1044,5248.0
1045,5208.0
1046,5192.0
1047,5168.0
1048,5136.0
1049,5132.0
1050,5120.0
1051,5128.0
1052,5128.0
1053,5128.0
1054,5132.0
1055,5140.0
1056,5152.0
1057,5172.0
1058,5168.0
1059,5188.0
1060,5196.0
1061,5188.0
1062,5212.0
1063,5196.0
1064,5200.0
1065,5184.0
1066,5148.0
1067,5124.0
1068,5096.0
1069,5060.0
1070,5012.0
1071,4976.0
1072,4960.0
1073,4928.0
1074,4896.0
1075,4868.0
1076,4836.0
1077,4828.0
1078,4808.0
1079,4800.0
1080,4816.0
1081,4804.0
1082,4800.0
1083,4812.0
1084,4824.0
1085,4812.0
1086,4816.0
1087,4816.0
1088,4832.0
1089,4840.0
1090,4868.0
1091,4856.0
1092,4852.0
1093,4872.0
1094,4860.0
1095,4856.0
1096,4864.0
1097,4872.0
1098,4844.0
1099,4824.0
1100,4816.0
1101,4796.0
1102,4788.0
1103,4756.0
1104,4740.0
1105,4708.0
1106,4680.0
1107,4648.0
1108,4640.0
1109,4596.0
1110,4568.0
1111,4552.0
1112,4512.0
1113,4492.0
1114,4472.0
1115,4456.0
1116,4428.0
1117,4416.0
1118,4396.0
1119,4372.0
1120,4344.0
1121,4332.0
1122,4316.0
1123,4320.0
1124,4300.0
1125,4260.0
1126,4260.0
1127,4244.0
1128,4236.0
1129,4224.0
1130,4208.0
1131,4196.0
1132,4200.0
1133,4192.0
1134,4188.0
1135,4188.0
1136,4168.0
1137,4152.0
1138,4148.0
1139,4136.0
1140,4132.0
1141,4128.0
1142,4120.0
1143,4124.0
1144,4120.0
1145,4116.0
1146,4108.0
1147,4096.0
1148,4100.0
1149,4092.0
1150,4096.0
1151,4076.0
1152,4068.0
1153,4068.0
1154,4072.0
1155,4068.0
1156,4072.0
1157,4080.0
1158,4068.0
1159,4076.0
1160,4072.0
1161,4084.0
1162,4056.0
1163,4056.0
1164,4056.0
1165,4052.0
1166,4036.0
1167,4048.0
1168,4048.0
1169,4044.0
1170,4024.0
1171,4036.0
1172,4040.0
1173,4048.0
1174,4024.0
1175,4036.0
1176,4028.0
1177,4028.0
1178,4012.0
1179,4020.0
1180,4008.0
1181,3996.0
1182,4000.0
1183,3988.0
1184,3988.0
1185,3984.0
1186,3964.0
1187,3964.0
1188,3944.0
1189,3944.0
1190,3940.0
1191,3932.0
1192,3920.0
1193,3908.0
1194,3904.0
1195,3884.0
1196,3888.0
1197,3884.0
1198,3872.0
1199,3868.0
1200,3852.0
1201,3844.0
1202,3840.0
1203,3836.0
1204,3852.0
1205,3840.0
1206,3868.0
1207,3904.0
1208,3956.0
1209,4012.0
1210,4096.0
1211,4192.0
1212,4312.0
1213,4476.0
1214,4648.0
1215,4852.0
1216,5044.0
1217,5268.0
1218,5484.0
1219,5684.0
1220,5880.0
1221,6056.0
1222,6236.0
1223,6364.0
1224,6472.0
1225,6572.0
1226,6636.0
1227,6664.0
1228,6648.0
1229,6624.0
1230,6588.0
1231,6544.0
1232,6468.0
1233,6388.0
1234,6276.0
1235,6172.0
1236,6072.0
1237,5960.0
1238,5864.0
1239,5768.0
1240,5668.0
1241,5568.0
1242,5468.0
1243,5408.0
1244,5340.0
1245,5264.0
1246,5212.0
1247,5176.0
1248,5124.0
1249,5080.0
1250,5040.0
1251,5028.0
1252,5020.0
1253,5004.0
1254,4988.0
1255,4992.0
1256,4988.0
1257,4988.0
1258,4992.0
1259,5004.0
1260,5024.0
1261,5028.0
1262,5036.0
1263,5048.0
1264,5048.0
1265,5056.0
1266,5036.0
1267,5036.0
1268,5016.0
1269,5020.0
1270,4992.0
1271,4948.0
1272,4932.0
1273,4892.0
1274,4860.0
1275,4840.0
1276,4816.0
1277,4808.0
1278,4788.0
1279,4788.0
1280,4768.0
1281,4752.0
1282,4764.0
1283,4780.0
1284,4788.0
1285,4792.0
1286,4788.0
1287,4816.0
1288,4816.0
1289,4828.0
1290,4832.0
1291,4856.0
1292,4884.0
1293,4888.0
1294,4888.0
1295,4896.0
1296,4904.0
1297,4908.0
1298,4916.0
1299,4900.0
1300,4900.0
1301,4900.0
1302,4896.0
1303,4876.0
1304,4852.0
1305,4836.0
1306,4796.0
1307,4768.0
1308,4752.0
1309,4716.0
1310,4692.0
1311,4668.0
1312,4644.0
1313,4612.0
1314,4560.0
1315,4552.0
1316,4536.0
1317,4496.0
1318,4480.0
1319,4456.0
1320,4428.0
1321,4404.0
1322,4392.0
1323,4364.0
1324,4352.0
1325,4348.0
1326,4328.0
1327,4300.0
1328,4280.0
1329,4284.0
1330,4260.0
1331,4256.0
1332,4240.0
1333,4244.0
1334,4228.0
1335,4212.0
1336,4196.0
1337,4180.0
1338,4188.0
1339,4176.0
1340,4160.0
1341,4156.0
1342,4152.0
1343,4152.0
1344,4128.0
1345,4132.0
1346,4120.0
1347,4124.0
1348,4132.0
1349,4116.0
1350,4124.0
1351,4096.0
1352,4104.0
1353,4096.0
1354,4100.0
1355,4104.0
1356,4096.0
1357,4088.0
1358,4100.0
1359,4104.0
1360,4096.0
1361,4104.0
1362,4084.0
1363,4080.0
1364,4080.0
1365,4096.0
1366,4084.0
1367,4092.0
1368,4084.0
1369,4084.0
1370,4080.0
1371,4072.0
1372,4076.0
1373,4072.0
1374,4084.0
1375,4068.0
1376,4064.0
1377,4072.0
1378,4056.0
1379,4064.0
1380,4068.0
1381,4052.0
1382,4056.0
1383,4048.0
1384,4028.0
1385,4032.0
1386,4020.0
1387,4000.0
1388,3992.0
1389,3984.0
1390,3980.0
1391,3964.0
1392,3948.0
1393,3960.0
1394,3928.0
1395,3908.0
1396,3908.0
1397,3900.0
1398,3908.0
1399,3888.0
1400,3880.0
1401,3888.0
1402,3908.0
1403,3896.0
1404,3936.0
1405,3968.0
1406,4020.0
1407,4104.0
1408,4204.0
1409,4332.0
1410,4492.0
1411,4648.0
1412,4852.0
1413,5056.0
1414,5292.0
1415,5512.0
1416,5724.0
1417,5924.0
1418,6116.0
1419,6280.0
1420,6428.0
1421,6540.0
1422,6640.0
1423,6708.0
1424,6736.0
1425,6756.0
1426,6736.0
1427,6716.0
1428,6640.0
1429,6580.0
1430,6492.0
1431,6424.0
1432,6308.0
1433,6208.0
1434,6108.0
1435,5992.0
1436,5912.0
1437,5816.0
1438,5712.0
1439,5636.0
1440,5564.0
1441,5484.0
1442,5432.0
1443,5368.0
1444,5328.0
1445,5284.0
1446,5260.0
1447,5232.0
1448,5200.0
1449,5192.0
1450,5188.0
1451,5160.0
1452,5160.0
1453,5180.0
1454,5184.0
1455,5196.0
1456,5216.0
1457,5224.0
1458,5244.0
1459,5244.0
1460,5268.0
1461,5276.0
1462,5272.0
1463,5264.0
1464,5272.0
1465,5252.0
1466,5240.0
1467,5220.0
1468,5184.0
1469,5152.0
1470,5092.0
1471,5072.0
1472,5032.0
1473,5012.0
1474,4980.0
1475,4936.0
1476,4928.0
1477,4900.0
1478,4892.0
1479,4892.0
1480,4884.0
1481,4884.0
1482,4892.0
1483,4900.0
1484,4896.0
1485,4892.0
1486,4920.0
1487,4908.0
1488,4928.0
1489,4936.0
1490,4956.0
1491,4956.0
1492,4968.0
1493,4964.0
1494,4968.0
1495,4964.0
1496,4964.0
1497,4948.0
1498,4944.0
1499,4928.0
1500,4924.0
1501,4912.0
1502,4884.0
1503,4864.0
1504,4844.0
1505,4804.0
1506,4788.0
1507,4756.0
1508,4724.0
1509,4696.0
1510,4680.0
1511,4652.0
1512,4624.0
1513,4596.0
1514,4572.0
1515,4540.0
1516,4520.0
1517,4504.0
1518,4484.0
1519,4468.0
1520,4448.0
1521,4428.0
1522,4408.0
1523,4396.0
1524,4364.0
1525,4360.0
1526,4344.0
1527,4324.0
1528,4316.0
1529,4312.0
1530,4304.0
1531,4292.0
1532,4284.0
1533,4252.0
1534,4272.0
1535,4260.0
1536,4244.0
1537,4248.0
1538,4232.0
1539,4232.0
1540,4220.0
1541,4216.0
1542,4216.0
1543,4208.0
1544,4188.0
1545,4200.0
1546,4208.0
1547,4208.0
1548,4200.0
1549,4192.0
1550,4184.0
1551,4180.0
1552,4172.0
1553,4168.0
1554,4168.0
1555,4160.0
1556,4172.0
1557,4168.0
1558,4156.0
1559,4168.0
1560,4172.0
1561,4164.0
1562,4172.0
1563,4172.0
1564,4164.0
1565,4168.0
1566,4160.0
1567,4156.0
1568,4148.0
1569,4144.0
1570,4152.0
1571,4136.0
1572,4144.0
1573,4140.0
1574,4140.0
1575,4132.0
1576,4132.0
1577,4124.0
1578,4112.0
1579,4112.0
1580,4116.0
1581,4092.0
1582,4088.0
1583,4096.0
1584,4084.0
1585,4084.0
1586,4068.0
1587,4044.0
1588,4044.0
1589,4040.0
1590,4024.0
1591,4008.0
1592,3992.0
1593,3996.0
1594,3968.0
1595,3976.0
1596,3968.0
1597,3944.0
1598,3948.0
1599,3936.0
1600,3944.0
1601,3960.0
1602,3972.0
1603,3996.0
1604,4032.0
1605,4084.0
1606,4168.0
1607,4264.0
1608,4396.0
1609,4548.0
1610,4732.0
1611,4932.0
1612,5152.0
1613,5380.0
1614,5628.0
1615,5840.0
1616,6056.0
1617,6252.0
1618,6420.0
1619,6576.0
1620,6688.0
1621,6780.0
1622,6836.0
1623,6872.0
1624,6904.0
1625,6896.0
1626,6868.0
1627,6828.0
1628,6736.0
1629,6652.0
1630,6572.0
1631,6476.0
1632,6376.0
1633,6268.0
1634,6172.0
1635,6064.0
1636,5996.0
1637,5896.0
1638,5820.0
1639,5748.0
1640,5692.0
1641,5624.0
1642,5568.0
1643,5528.0
1644,5496.0
1645,5464.0
1646,5444.0
1647,5420.0
1648,5408.0
1649,5404.0
1650,5404.0
1651,5400.0
1652,5424.0
1653,5440.0
1654,5468.0
1655,5464.0
1656,5500.0
1657,5512.0
1658,5532.0
1659,5552.0
1660,5540.0
1661,5548.0
1662,5552.0
1663,5556.0
1664,5548.0
1665,5528.0
1666,5484.0
1667,5444.0
1668,5400.0
1669,5368.0
1670,5316.0
1671,5264.0
1672,5240.0
1673,5180.0
1674,5140.0
1675,5108.0
1676,5068.0
1677,5064.0
1678,5056.0
1679,5060.0
1680,5052.0
1681,5040.0
1682,5020.0
1683,5016.0
1684,5044.0
1685,5056.0
1686,5072.0
1687,5072.0
1688,5084.0
1689,5092.0
1690,5092.0
1691,5100.0
1692,5100.0
1693,5112.0
1694,5108.0
1695,5124.0
1696,5108.0
1697,5100.0
1698,5084.0
1699,5084.0
1700,5048.0
1701,5028.0
1702,5012.0
1703,5004.0
1704,4980.0
1705,4928.0
1706,4912.0
1707,4892.0
1708,4880.0
1709,4820.0
1710,4804.0
1711,4776.0
1712,4752.0
1713,4744.0
1714,4716.0
1715,4688.0
1716,4668.0
1717,4632.0
1718,4644.0
1719,4612.0
1720,4600.0
1721,4572.0
1722,4564.0
1723,4548.0
1724,4524.0
1725,4500.0
1726,4484.0
1727,4476.0
1728,4480.0
1729,4464.0
1730,4452.0
1731,4452.0
1732,4416.0
1733,4420.0
1734,4396.0
1735,4404.0
1736,4408.0
1737,4392.0
1738,4380.0
1739,4384.0
1740,4376.0
1741,4360.0
1742,4360.0
1743,4368.0
1744,4356.0
1745,4340.0
1746,4328.0
1747,4324.0
1748,4308.0
1749,4320.0
1750,4308.0
1751,4304.0
1752,4312.0
1753,4312.0
1754,4308.0
1755,4284.0
1756,4292.0
1757,4288.0
1758,4268.0
1759,4280.0
1760,4276.0
1761,4296.0
1762,4288.0
1763,4260.0
1764,4268.0
1765,4272.0
1766,4272.0
1767,4252.0
1768,4272.0
1769,4256.0
1770,4252.0
1771,4256.0
1772,4256.0
1773,4244.0
1774,4240.0
1775,4240.0
1776,4240.0
1777,4228.0
1778,4212.0
1779,4216.0
1780,4224.0
1781,4220.0
1782,4192.0
1783,4200.0
1784,4188.0
1785,4168.0
1786,4168.0
1787,4160.0
1788,4152.0
1789,4148.0
1790,4132.0
1791,4112.0
1792,4108.0
1793,4092.0
1794,4088.0
1795,4088.0
1796,4084.0
1797,4072.0
1798,4060.0
1799,4064.0
1800,4056.0
1801,4036.0
1802,4040.0
1803,4044.0
1804,4076.0
1805,4088.0
1806,4112.0
1807,4192.0
1808,4248.0
1809,4340.0
1810,4472.0
1811,4616.0
1812,4784.0
1813,4988.0
1814,5208.0
1815,5432.0
1816,5672.0
1817,5876.0
1818,6104.0
1819,6296.0
1820,6460.0
1821,6624.0
1822,6720.0
1823,6828.0
1824,6872.0
1825,6916.0
1826,6948.0
1827,6924.0
1828,6884.0
1829,6832.0
1830,6764.0
1831,6688.0
1832,6584.0
1833,6492.0
1834,6400.0
1835,6308.0
1836,6204.0
1837,6092.0
1838,6004.0
1839,5928.0
1840,5856.0
1841,5784.0
1842,5728.0
1843,5680.0
1844,5612.0
1845,5600.0
1846,5560.0
1847,5516.0
1848,5504.0
1849,5492.0
1850,5476.0
1851,5480.0
1852,5464.0
1853,5468.0
1854,5488.0
1855,5468.0
1856,5492.0
1857,5500.0
1858,5516.0
1859,5520.0
1860,5548.0
1861,5572.0
1862,5588.0
1863,5584.0
1864,5580.0
1865,5576.0
1866,5564.0
1867,5544.0
1868,5532.0
1869,5492.0
1870,5460.0
1871,5388.0
1872,5352.0
